comune,comune_codice_istat,nome_file,nome_cod_istat,link_stemma_cod_istat_ods,link_stemma_nomi_ods,link_stemma_araldica
Poggiridenti,014051,Poggiridenti-Stemma.png,014051.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/014051.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Poggiridenti-Stemma.png,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Poggiridenti-Stemma.png?fit=211%2C300&ssl=1
Ponte in Valtellina,014052,Ponte_in_Valtellina-Stemma.png,014052.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/014052.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Ponte_in_Valtellina-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Ponte_in_Valtellina-Stemma.png?fit=229%2C300&ssl=1
Postalesio,014053,Postalesio-Stemma.png,014053.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/014053.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Postalesio-Stemma.png,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Postalesio-Stemma.png?fit=247%2C300&ssl=1
Prata Camportaccio,014054,Prata_Alloro_Stemma.jpg,014054.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/014054.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Prata_Alloro_Stemma.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Prata_Alloro_Stemma.jpg?fit=225%2C300&ssl=1
Rasura,014055,Rasura-Stemma.png,014055.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/014055.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Rasura-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Rasura-Stemma.png?fit=240%2C300&ssl=1
Rogolo,014056,Rogolo-Stemma.png,014056.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/014056.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Rogolo-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Rogolo-Stemma.png?fit=229%2C300&ssl=1
Samolaco,014057,Samolaco-Stemma.png,014057.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/014057.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Samolaco-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Samolaco-Stemma.png?fit=227%2C300&ssl=1
San Giacomo Filippo,014058,San_Giacomo_Filippo-Stemma.png,014058.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/014058.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/San_Giacomo_Filippo-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/San_Giacomo_Filippo-Stemma.png?fit=300%2C252&ssl=1
Sernio,014059,Sernio_Stemma.jpg,014059.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/014059.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Sernio_Stemma.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Sernio_Stemma.jpg?fit=194%2C300&ssl=1
Sondalo,014060,Sondalo-Stemma.png,014060.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/014060.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Sondalo-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Sondalo-Stemma.png?fit=246%2C300&ssl=1
Sondrio,014061,Sondrio_Stemma.jpg,014061.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/014061.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Sondrio_Stemma.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Sondrio_Stemma.jpg?fit=229%2C300&ssl=1
Spriana,014062,Spriana.jpg,014062.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/014062.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Spriana.jpg,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Spriana.jpg?fit=218%2C300&ssl=1
Talamona,014063,Talamona.jpg,014063.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/014063.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Talamona.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Talamona.jpg?fit=240%2C300&ssl=1
Tartano,014064,Tartano-Stemma.png,014064.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/014064.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Tartano-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Tartano-Stemma.png?fit=250%2C300&ssl=1
Teglio,014065,Teglio-Stemma.png,014065.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/014065.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Teglio-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Teglio-Stemma.png?fit=248%2C300&ssl=1
Tirano,014066,Tirano-Stemma.png,014066.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/014066.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Tirano-Stemma.png,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Tirano-Stemma.png?fit=227%2C300&ssl=1
Torre di Santa Maria,014067,Torre_di_Santa_Maria-Stemma.png,014067.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/014067.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Torre_di_Santa_Maria-Stemma.png,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Torre_di_Santa_Maria-Stemma.png?fit=218%2C300&ssl=1
Tovo di Sant'Agata,014068,Tovo_di_SantAgata-Stemma.png,014068.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/014068.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Tovo_di_SantAgata-Stemma.png,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Tovo_di_SantAgata-Stemma.png?fit=235%2C300&ssl=1
Traona,014069,Traona-Stemma.png,014069.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/014069.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Traona-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Traona-Stemma.png?fit=175%2C300&ssl=1
Tresivio,014070,Tresivio-Stemma_it.png,014070.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/014070.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Tresivio-Stemma_it.png,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Tresivio-Stemma_it.png?fit=239%2C300&ssl=1
Valdidentro,014071,Valdidentro-Stemma.png,014071.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/014071.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Valdidentro-Stemma.png,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Valdidentro-Stemma.png?fit=245%2C300&ssl=1
Valdisotto,014072,Valdisotto-Stemma.png,014072.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/014072.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Valdisotto-Stemma.png,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Valdisotto-Stemma.png?fit=251%2C300&ssl=1
Valfurva,014073,Valfurva-Stemma.png,014073.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/014073.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Valfurva-Stemma.png,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Valfurva-Stemma.png?fit=248%2C300&ssl=1
Val Masino,014074,Val_Masino_comune-Stemma.png,014074.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/014074.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Val_Masino_comune-Stemma.png,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Val_Masino_comune-Stemma.png?fit=229%2C300&ssl=1
Verceia,014075,Verceia-Stemma.png,014075.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/014075.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Verceia-Stemma.png,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Verceia-Stemma.png?fit=229%2C300&ssl=1
Vervio,014076,Vervio-Stemma.png,014076.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/014076.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Vervio-Stemma.png,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Vervio-Stemma.png?fit=251%2C300&ssl=1
Villa di Chiavenna,014077,Villa_di_Chiavenna-Stemma.png,014077.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/014077.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Villa_di_Chiavenna-Stemma.png,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Villa_di_Chiavenna-Stemma.png?fit=227%2C300&ssl=1
Villa di Tirano,014078,Villa_di_Tirano-Stemma.png,014078.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/014078.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Villa_di_Tirano-Stemma.png,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Villa_di_Tirano-Stemma.png?fit=229%2C300&ssl=1
Abbiategrasso,015002,abbiategrasso-1.jpg,015002.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/015002.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/abbiategrasso-1.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/abbiategrasso-1.jpg?fit=220%2C300&ssl=1
Albairate,015005,albairate-1.jpg,015005.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/015005.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/albairate-1.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/albairate-1.jpg?fit=241%2C300&ssl=1
Arconate,015007,arconate-1.jpg,015007.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/015007.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/arconate-1.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/arconate-1.jpg?fit=229%2C300&ssl=1
Arese,015009,arese-1.jpg,015009.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/015009.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/arese-1.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/arese-1.jpg?fit=220%2C300&ssl=1
Arluno,015010,arluno-1.jpg,015010.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/015010.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/arluno-1.jpg,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/arluno-1.jpg?fit=229%2C300&ssl=1
Assago,015011,assago-1.jpg,015011.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/015011.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/assago-1.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/assago-1.jpg?fit=227%2C300&ssl=1
Bareggio,015012,bareggio-1.jpg,015012.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/015012.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/bareggio-1.jpg,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/bareggio-1.jpg?fit=259%2C300&ssl=1
Basiano,015014,basiano-1.jpg,015014.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/015014.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/basiano-1.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/basiano-1.jpg?fit=227%2C300&ssl=1
Basiglio,015015,basiglio-1.jpg,015015.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/015015.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/basiglio-1.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/basiglio-1.jpg?fit=229%2C300&ssl=1
Bellinzago Lombardo,015016,bellinzagolombardo-1.jpg,015016.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/015016.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/bellinzagolombardo-1.jpg,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/bellinzagolombardo-1.jpg?fit=229%2C300&ssl=1
Bernate Ticino,015019,bernateticino.gif,015019.gif,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/015019.gif,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/bernateticino.gif,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/bernateticino.gif?fit=229%2C300&ssl=1
Besate,015022,besate-1.jpg,015022.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/015022.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/besate-1.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/besate-1.jpg?fit=227%2C300&ssl=1
Binasco,015024,binasco.jpg,015024.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/015024.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/binasco.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/05/binasco.jpg?fit=227%2C300&ssl=1
Boffalora sopra Ticino,015026,boffalorasopraticino.jpg,015026.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/015026.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/boffalorasopraticino.jpg,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/05/boffalorasopraticino.jpg?fit=239%2C300&ssl=1
Bollate,015027,bollate.jpg,015027.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/015027.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/bollate.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/05/bollate.jpg?fit=220%2C300&ssl=1
Bresso,015032,Bresso-A.jpg,015032.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/015032.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Bresso-A.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Bresso-A.jpg?fit=217%2C300&ssl=1
Bubbiano,015035,bubbiano-1.jpg,015035.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/015035.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/bubbiano-1.jpg,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/bubbiano-1.jpg?fit=226%2C300&ssl=1
Buccinasco,015036,buccinasco-1.jpg,015036.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/015036.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/buccinasco-1.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/buccinasco-1.jpg?fit=227%2C300&ssl=1
Buscate,015038,buscate-1.jpg,015038.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/015038.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/buscate-1.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/buscate-1.jpg?fit=227%2C300&ssl=1
Bussero,015040,bussero-1.jpg,015040.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/015040.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/bussero-1.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/bussero-1.jpg?fit=235%2C300&ssl=1
Busto Garolfo,015041,bustogarolfo-1.jpg,015041.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/015041.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/bustogarolfo-1.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/bustogarolfo-1.jpg?fit=227%2C300&ssl=1
Calvignasco,015042,calvignasco-1.jpg,015042.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/015042.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/calvignasco-1.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/calvignasco-1.jpg?fit=227%2C300&ssl=1
Cambiago,015044,cambiago-1.jpg,015044.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/015044.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/cambiago-1.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/cambiago-1.jpg?fit=248%2C300&ssl=1
Canegrate,015046,canegrate-1.jpg,015046.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/015046.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/canegrate-1.jpg,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/canegrate-1.jpg?fit=236%2C300&ssl=1
Carpiano,015050,carpiano-1.jpg,015050.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/015050.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/carpiano-1.jpg,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/carpiano-1.jpg?fit=227%2C300&ssl=1
